record_id,area,disease,date,cases
REC_13798,Viman Nagar,Diarrhea,2026-02-21,2
REC_13799,Shivajinagar,Diarrhea,2025-12-27,5
REC_13800,Kalyani Nagar,Diarrhea,2025-12-21,1
REC_13801,Baner,Typhoid,2026-02-21,5
REC_13802,Hingne Khurd,Typhoid,2026-01-15,1
REC_13803,Koregaon Park,Diarrhea,2026-02-17,3
REC_13804,Wakad,Dengue,2026-02-03,4
REC_13805,Koregaon Park,Diarrhea,2025-12-24,3
REC_13806,Kalyani Nagar,Dengue,2026-02-04,6
REC_13807,Hingne Khurd,Dengue,2026-02-24,2
REC_13808,Hingne Khurd,Cholera,2025-12-31,5
REC_13809,Wakad,Typhoid,2025-12-16,3
REC_13810,Kalyani Nagar,Diarrhea,2026-01-08,5
REC_13811,Viman Nagar,Typhoid,2026-02-21,6
REC_13812,Shivajinagar,Cholera,2025-12-29,2
REC_13813,Wakad,Diarrhea,2026-01-27,1
REC_13814,Shivajinagar,Diarrhea,2025-12-27,3
REC_13815,Viman Nagar,Diarrhea,2026-01-15,3
REC_13816,Hingne Khurd,Dengue,2025-12-22,2
REC_13817,Shivajinagar,Dengue,2026-02-20,3
REC_13818,Viman Nagar,Diarrhea,2026-01-25,1
REC_13819,Viman Nagar,Malaria,2026-02-26,0
REC_13820,Baner,Dengue,2026-02-25,2
REC_13821,Wakad,Malaria,2025-11-30,5
REC_13822,Baner,Malaria,2025-12-28,2
REC_13823,Koregaon Park,Cholera,2026-01-18,3
REC_13824,Hingne Khurd,Diarrhea,2026-02-01,2
REC_13825,Wakad,Diarrhea,2026-02-18,2
REC_13826,Hingne Khurd,Cholera,2026-02-12,4
REC_13827,Baner,Cholera,2026-01-05,4
REC_13828,Kalyani Nagar,Diarrhea,2026-01-29,2
REC_13829,Viman Nagar,Cholera,2025-12-06,4
REC_13830,Hingne Khurd,Diarrhea,2026-02-27,2
REC_13831,Wakad,Dengue,2026-02-24,3
REC_13832,Koregaon Park,Dengue,2026-02-01,5
REC_13833,Wakad,Diarrhea,2025-12-17,3
REC_13834,Hingne Khurd,Diarrhea,2025-12-28,4
REC_13835,Wakad,Diarrhea,2026-01-28,0
REC_13836,Koregaon Park,Diarrhea,2026-01-22,8
REC_13837,Viman Nagar,Dengue,2026-02-09,1
REC_13838,Kalyani Nagar,Dengue,2025-12-20,2
REC_13839,Viman Nagar,Diarrhea,2025-12-20,1
REC_13840,Wakad,Dengue,2026-01-26,2
REC_13841,Koregaon Park,Diarrhea,2026-01-17,3
REC_13842,Koregaon Park,Diarrhea,2026-01-04,4
REC_13843,Hingne Khurd,Diarrhea,2025-12-16,3
REC_13844,Baner,Malaria,2026-02-17,2
REC_13845,Wakad,Diarrhea,2026-01-21,4
REC_13846,Wakad,Typhoid,2025-12-14,0
REC_13847,Wakad,Cholera,2026-02-16,6
REC_13848,Wakad,Typhoid,2026-01-08,3
REC_13849,Hingne Khurd,Diarrhea,2026-02-18,5
REC_13850,Baner,Dengue,2026-01-19,1
REC_13851,Baner,Diarrhea,2026-02-02,2
REC_13852,Shivajinagar,Cholera,2025-12-12,2
REC_13853,Wakad,Dengue,2026-01-06,1
REC_13854,Wakad,Dengue,2026-02-11,1
REC_13855,Shivajinagar,Dengue,2025-12-25,0
REC_13856,Baner,Diarrhea,2026-02-13,1
REC_13857,Koregaon Park,Diarrhea,2026-02-20,1
REC_13858,Koregaon Park,Dengue,2025-12-14,1
REC_13859,Kothrud,Typhoid,2025-12-04,3
REC_13860,Viman Nagar,Diarrhea,2025-12-01,2
REC_13861,Kothrud,Malaria,2026-02-15,3
REC_13862,Baner,Malaria,2026-02-02,5
REC_13863,Kalyani Nagar,Dengue,2026-02-14,2
REC_13864,Wakad,Diarrhea,2026-01-28,2
REC_13865,Kothrud,Malaria,2026-01-24,3
REC_13866,Hingne Khurd,Diarrhea,2026-02-15,5
REC_13867,Koregaon Park,Diarrhea,2026-01-06,3
REC_13868,Hingne Khurd,Diarrhea,2026-01-25,3
REC_13869,Shivajinagar,Dengue,2026-01-19,2
REC_13870,Baner,Diarrhea,2026-01-09,1
REC_13871,Baner,Typhoid,2026-02-16,2
REC_13872,Kothrud,Dengue,2026-02-07,1
REC_13873,Wakad,Dengue,2026-02-20,2
REC_13874,Baner,Diarrhea,2026-01-20,3
REC_13875,Kothrud,Diarrhea,2025-11-30,2
REC_13876,Kothrud,Dengue,2026-02-22,5
REC_13877,Viman Nagar,Diarrhea,2025-12-17,3
REC_13878,Viman Nagar,Diarrhea,2025-12-26,5
REC_13879,Baner,Cholera,2026-02-09,2
REC_13880,Kothrud,Dengue,2026-02-13,1
REC_13881,Shivajinagar,Diarrhea,2026-01-10,3
REC_13882,Shivajinagar,Dengue,2025-12-05,2
REC_13883,Viman Nagar,Diarrhea,2026-02-27,2
REC_13884,Baner,Diarrhea,2026-02-17,2
REC_13885,Koregaon Park,Malaria,2026-02-20,3
REC_13886,Wakad,Typhoid,2026-02-19,8
REC_13887,Kalyani Nagar,Dengue,2025-12-23,7
REC_13888,Koregaon Park,Diarrhea,2026-01-13,0
REC_13889,Shivajinagar,Dengue,2026-02-21,3
REC_13890,Shivajinagar,Diarrhea,2026-02-08,8
REC_13891,Koregaon Park,Dengue,2025-12-06,3
REC_13892,Viman Nagar,Typhoid,2025-12-15,5
REC_13893,Viman Nagar,Typhoid,2026-01-26,4
REC_13894,Baner,Typhoid,2026-01-25,2
REC_13895,Viman Nagar,Dengue,2026-01-10,4
REC_13896,Hingne Khurd,Diarrhea,2025-12-13,3
REC_13897,Kalyani Nagar,Dengue,2026-01-24,3
REC_13898,Koregaon Park,Typhoid,2025-12-11,3
REC_13899,Koregaon Park,Diarrhea,2025-12-14,4
REC_13900,Kothrud,Diarrhea,2025-12-07,1
REC_13901,Shivajinagar,Diarrhea,2026-01-26,3
REC_13902,Koregaon Park,Dengue,2026-01-21,0
REC_13903,Hingne Khurd,Diarrhea,2025-12-08,3
REC_13904,Koregaon Park,Dengue,2026-01-14,5
REC_13905,Wakad,Cholera,2025-12-06,1
REC_13906,Hingne Khurd,Typhoid,2026-01-12,1
REC_13907,Baner,Diarrhea,2025-12-13,2
REC_13908,Wakad,Cholera,2026-02-12,0
REC_13909,Wakad,Malaria,2025-12-05,3
REC_13910,Koregaon Park,Cholera,2026-01-03,2
REC_13911,Viman Nagar,Malaria,2026-02-07,4
REC_13912,Koregaon Park,Diarrhea,2026-01-29,4
REC_13913,Hingne Khurd,Diarrhea,2025-12-23,2
REC_13914,Baner,Dengue,2026-02-10,3
REC_13915,Shivajinagar,Malaria,2025-12-01,2
REC_13916,Kalyani Nagar,Dengue,2026-02-15,2
REC_13917,Viman Nagar,Cholera,2026-01-19,3
REC_13918,Hingne Khurd,Dengue,2025-12-30,3
REC_13919,Shivajinagar,Diarrhea,2025-12-26,5
REC_13920,Hingne Khurd,Diarrhea,2025-12-30,2
REC_13921,Viman Nagar,Dengue,2026-02-07,3
REC_13922,Shivajinagar,Diarrhea,2026-01-11,0
REC_13923,Viman Nagar,Diarrhea,2026-02-19,2
REC_13924,Hingne Khurd,Dengue,2026-01-20,1
REC_13925,Wakad,Diarrhea,2025-12-13,2
REC_13926,Kalyani Nagar,Dengue,2026-01-27,2
REC_13927,Kothrud,Dengue,2025-12-19,2
REC_13928,Kalyani Nagar,Diarrhea,2026-01-20,3
REC_13929,Wakad,Diarrhea,2026-02-12,3
REC_13930,Viman Nagar,Cholera,2026-01-08,2
REC_13931,Kalyani Nagar,Typhoid,2026-02-05,3
REC_13932,Viman Nagar,Diarrhea,2026-01-12,2
REC_13933,Viman Nagar,Malaria,2025-12-05,3
REC_13934,Shivajinagar,Malaria,2026-02-24,5
REC_13935,Baner,Dengue,2026-01-25,2
REC_13936,Viman Nagar,Diarrhea,2026-01-26,1
REC_13937,Kalyani Nagar,Typhoid,2026-02-09,1
REC_13938,Kalyani Nagar,Malaria,2025-12-29,0
REC_13939,Kalyani Nagar,Dengue,2026-01-20,5
REC_13940,Wakad,Diarrhea,2025-12-10,2
REC_13941,Kothrud,Dengue,2026-01-15,2
REC_13942,Viman Nagar,Diarrhea,2025-12-04,2
REC_13943,Koregaon Park,Diarrhea,2025-12-02,4
REC_13944,Viman Nagar,Diarrhea,2025-12-14,5
REC_13945,Viman Nagar,Malaria,2025-12-01,4
REC_13946,Koregaon Park,Cholera,2025-12-01,4
REC_13947,Shivajinagar,Dengue,2026-02-09,3
REC_13948,Viman Nagar,Typhoid,2026-01-22,6
REC_13949,Wakad,Malaria,2026-01-14,1
REC_13950,Hingne Khurd,Typhoid,2026-01-09,2
REC_13951,Baner,Diarrhea,2026-02-06,1
REC_13952,Kalyani Nagar,Dengue,2025-12-29,4
REC_13953,Viman Nagar,Typhoid,2026-01-12,3
REC_13954,Shivajinagar,Diarrhea,2025-12-09,3
REC_13955,Wakad,Dengue,2026-02-25,2
REC_13956,Viman Nagar,Dengue,2026-02-20,0
REC_13957,Koregaon Park,Diarrhea,2025-12-29,5
REC_13958,Shivajinagar,Diarrhea,2026-02-26,5
REC_13959,Hingne Khurd,Diarrhea,2026-02-12,6
REC_13960,Kothrud,Diarrhea,2026-01-17,5
REC_13961,Viman Nagar,Diarrhea,2026-01-03,4
REC_13962,Wakad,Diarrhea,2026-02-02,1
REC_13963,Shivajinagar,Diarrhea,2025-12-16,5
REC_13964,Koregaon Park,Dengue,2025-12-30,3
REC_13965,Shivajinagar,Cholera,2026-02-07,4
REC_13966,Viman Nagar,Dengue,2026-02-14,2
REC_13967,Shivajinagar,Malaria,2026-01-20,1
REC_13968,Kothrud,Diarrhea,2025-12-25,3
REC_13969,Shivajinagar,Diarrhea,2025-12-04,1
REC_13970,Kalyani Nagar,Dengue,2025-12-13,7
REC_13971,Baner,Dengue,2026-01-19,2
REC_13972,Kalyani Nagar,Diarrhea,2025-12-14,5
REC_13973,Baner,Cholera,2025-12-11,2
REC_13974,Shivajinagar,Diarrhea,2026-01-14,5
REC_13975,Koregaon Park,Diarrhea,2026-02-01,3
REC_13976,Koregaon Park,Malaria,2026-02-09,2
REC_13977,Viman Nagar,Dengue,2026-01-27,6
REC_13978,Koregaon Park,Dengue,2025-12-25,5
REC_13979,Baner,Dengue,2025-12-28,6
REC_13980,Wakad,Diarrhea,2025-12-03,2
REC_13981,Baner,Dengue,2026-01-18,3
REC_13982,Kalyani Nagar,Dengue,2025-12-24,3
REC_13983,Shivajinagar,Diarrhea,2026-01-08,4
REC_13984,Viman Nagar,Typhoid,2025-12-31,2
REC_13985,Hingne Khurd,Cholera,2026-02-12,5
REC_13986,Viman Nagar,Diarrhea,2026-01-05,4
REC_13987,Viman Nagar,Dengue,2025-12-09,4
REC_13988,Viman Nagar,Diarrhea,2026-01-06,2
REC_13989,Wakad,Dengue,2026-01-29,1
REC_13990,Kothrud,Diarrhea,2025-12-26,2
REC_13991,Kalyani Nagar,Diarrhea,2026-02-18,3
REC_13992,Shivajinagar,Diarrhea,2025-12-06,7
REC_13993,Kothrud,Cholera,2026-02-10,6
REC_13994,Hingne Khurd,Diarrhea,2025-12-08,5
REC_13995,Kothrud,Diarrhea,2026-01-27,2
REC_13996,Shivajinagar,Dengue,2026-01-04,2
REC_13997,Kalyani Nagar,Cholera,2025-12-29,3
REC_13998,Kalyani Nagar,Dengue,2025-12-18,2
REC_13999,Shivajinagar,Cholera,2026-01-09,1
REC_14000,Hingne Khurd,Malaria,2026-01-23,2
REC_14001,Shivajinagar,Dengue,2026-02-24,2
REC_14002,Hingne Khurd,Typhoid,2026-02-21,3
REC_14003,Hingne Khurd,Dengue,2025-12-05,4
REC_14004,Shivajinagar,Typhoid,2026-02-25,0
REC_14005,Baner,Dengue,2025-12-21,4
REC_14006,Kalyani Nagar,Typhoid,2026-02-07,3
REC_14007,Hingne Khurd,Diarrhea,2025-12-23,2
REC_14008,Shivajinagar,Diarrhea,2026-01-30,6
REC_14009,Koregaon Park,Malaria,2026-01-10,4
REC_14010,Baner,Dengue,2025-12-21,2
REC_14011,Kalyani Nagar,Typhoid,2026-02-19,1
REC_14012,Hingne Khurd,Dengue,2025-12-15,6
REC_14013,Kalyani Nagar,Malaria,2025-12-12,1
REC_14014,Baner,Diarrhea,2026-01-05,4
REC_14015,Kalyani Nagar,Diarrhea,2026-01-20,0
REC_14016,Wakad,Dengue,2025-12-23,3
REC_14017,Viman Nagar,Dengue,2026-02-20,1
REC_14018,Wakad,Dengue,2026-02-21,2
REC_14019,Baner,Typhoid,2025-12-16,1
REC_14020,Hingne Khurd,Dengue,2025-12-15,2
REC_14021,Shivajinagar,Cholera,2025-11-30,2
REC_14022,Kothrud,Dengue,2026-02-22,4
REC_14023,Shivajinagar,Dengue,2025-11-30,2
REC_14024,Kalyani Nagar,Diarrhea,2025-12-29,1
REC_14025,Kothrud,Dengue,2026-02-21,2
REC_14026,Kothrud,Diarrhea,2025-12-23,0
REC_14027,Kalyani Nagar,Typhoid,2026-01-14,0
REC_14028,Kalyani Nagar,Dengue,2025-12-01,4
REC_14029,Hingne Khurd,Diarrhea,2025-12-14,3
REC_14030,Baner,Malaria,2025-12-28,5
REC_14031,Koregaon Park,Dengue,2026-01-30,3
REC_14032,Shivajinagar,Dengue,2025-12-12,2
REC_14033,Baner,Cholera,2026-02-20,2
REC_14034,Wakad,Dengue,2026-02-02,5
REC_14035,Hingne Khurd,Typhoid,2026-01-13,0
REC_14036,Hingne Khurd,Diarrhea,2026-01-15,4
REC_14037,Koregaon Park,Dengue,2025-12-15,2
REC_14038,Wakad,Diarrhea,2025-12-02,6
REC_14039,Shivajinagar,Typhoid,2026-02-07,5
REC_14040,Viman Nagar,Diarrhea,2025-12-04,3
REC_14041,Wakad,Diarrhea,2025-12-25,2
REC_14042,Shivajinagar,Typhoid,2025-12-14,4
REC_14043,Kothrud,Dengue,2026-02-10,2
REC_14044,Kalyani Nagar,Cholera,2026-01-23,2
REC_14045,Hingne Khurd,Typhoid,2025-12-21,4
REC_14046,Shivajinagar,Diarrhea,2026-01-05,1
REC_14047,Baner,Typhoid,2026-02-22,5
REC_14048,Koregaon Park,Diarrhea,2025-12-28,4
REC_14049,Kalyani Nagar,Diarrhea,2025-12-25,5
REC_14050,Baner,Diarrhea,2026-02-07,2
REC_14051,Kalyani Nagar,Malaria,2025-12-10,3
REC_14052,Hingne Khurd,Diarrhea,2025-12-19,2
REC_14053,Wakad,Dengue,2026-02-21,6
REC_14054,Viman Nagar,Diarrhea,2026-02-07,5
REC_14055,Wakad,Dengue,2026-01-01,3
REC_14056,Shivajinagar,Dengue,2025-12-29,3
REC_14057,Koregaon Park,Malaria,2026-01-18,3
REC_14058,Wakad,Typhoid,2026-01-02,3
REC_14059,Hingne Khurd,Malaria,2025-12-04,4
REC_14060,Koregaon Park,Diarrhea,2026-02-17,2
REC_14061,Shivajinagar,Dengue,2025-12-11,4
REC_14062,Kothrud,Diarrhea,2026-02-13,2
REC_14063,Wakad,Dengue,2026-02-12,2
REC_14064,Wakad,Dengue,2026-01-20,5
REC_14065,Viman Nagar,Diarrhea,2026-01-19,5
REC_14066,Shivajinagar,Diarrhea,2025-12-20,2
REC_14067,Baner,Dengue,2026-02-08,1
REC_14068,Wakad,Diarrhea,2026-01-26,0
REC_14069,Hingne Khurd,Typhoid,2026-02-01,2
REC_14070,Wakad,Dengue,2025-12-05,2
REC_14071,Viman Nagar,Dengue,2026-01-17,2
REC_14072,Kothrud,Diarrhea,2026-02-09,1
REC_14073,Viman Nagar,Dengue,2026-01-05,3
REC_14074,Wakad,Cholera,2025-12-09,4
REC_14075,Koregaon Park,Diarrhea,2026-02-17,3
REC_14076,Baner,Diarrhea,2026-02-03,2
REC_14077,Kalyani Nagar,Diarrhea,2026-01-24,3
REC_14078,Wakad,Diarrhea,2026-02-20,8
REC_14079,Shivajinagar,Dengue,2026-02-08,3
REC_14080,Wakad,Cholera,2026-02-03,4
REC_14081,Baner,Diarrhea,2026-01-13,2
REC_14082,Shivajinagar,Dengue,2026-02-24,2
REC_14083,Hingne Khurd,Diarrhea,2026-02-05,2
REC_14084,Koregaon Park,Dengue,2026-02-01,2
REC_14085,Shivajinagar,Dengue,2025-12-15,6
REC_14086,Viman Nagar,Diarrhea,2025-12-09,3
REC_14087,Kothrud,Diarrhea,2025-12-20,2
REC_14088,Viman Nagar,Diarrhea,2025-12-11,5
REC_14089,Kalyani Nagar,Dengue,2025-12-12,5
REC_14090,Shivajinagar,Diarrhea,2026-02-18,1
REC_14091,Hingne Khurd,Dengue,2026-02-19,2
REC_14092,Wakad,Diarrhea,2025-12-09,3
REC_14093,Koregaon Park,Diarrhea,2025-12-12,4
REC_14094,Shivajinagar,Diarrhea,2026-01-02,4
REC_14095,Viman Nagar,Typhoid,2026-01-27,2
REC_14096,Shivajinagar,Typhoid,2026-01-17,3
REC_14097,Shivajinagar,Cholera,2025-12-05,2
REC_14098,Shivajinagar,Cholera,2025-12-11,5
REC_14099,Hingne Khurd,Diarrhea,2025-12-28,4
REC_14100,Koregaon Park,Cholera,2026-02-14,2
REC_14101,Baner,Typhoid,2025-12-25,3
REC_14102,Baner,Diarrhea,2026-02-05,4
REC_14103,Shivajinagar,Dengue,2026-02-16,2
REC_14104,Hingne Khurd,Dengue,2025-12-15,5
REC_14105,Hingne Khurd,Typhoid,2026-01-21,3
REC_14106,Kalyani Nagar,Diarrhea,2025-12-18,2
REC_14107,Shivajinagar,Typhoid,2026-01-15,5
REC_14108,Viman Nagar,Malaria,2026-02-27,1
REC_14109,Viman Nagar,Malaria,2025-12-31,5
REC_14110,Kothrud,Diarrhea,2026-02-07,5
REC_14111,Koregaon Park,Cholera,2026-02-07,3
REC_14112,Shivajinagar,Dengue,2026-01-29,3
REC_14113,Kothrud,Typhoid,2025-12-04,1
REC_14114,Viman Nagar,Diarrhea,2026-01-27,0
REC_14115,Viman Nagar,Malaria,2025-12-01,5
REC_14116,Shivajinagar,Malaria,2025-12-01,2
REC_14117,Kothrud,Dengue,2025-12-02,3
REC_14118,Kothrud,Dengue,2026-02-07,2
REC_14119,Shivajinagar,Diarrhea,2026-01-11,4
REC_14120,Koregaon Park,Dengue,2025-12-04,0
REC_14121,Kalyani Nagar,Dengue,2026-01-18,2
REC_14122,Kothrud,Typhoid,2025-12-09,2
REC_14123,Kalyani Nagar,Diarrhea,2025-12-26,6
REC_14124,Wakad,Diarrhea,2025-12-23,5
REC_14125,Koregaon Park,Dengue,2025-12-21,3
REC_14126,Viman Nagar,Typhoid,2026-02-26,0
REC_14127,Baner,Typhoid,2025-12-02,2
REC_14128,Koregaon Park,Diarrhea,2025-12-15,0
REC_14129,Kalyani Nagar,Cholera,2025-12-29,1
REC_14130,Kalyani Nagar,Typhoid,2026-01-11,3
REC_14131,Kalyani Nagar,Diarrhea,2025-12-03,6
REC_14132,Hingne Khurd,Diarrhea,2026-01-08,5
REC_14133,Koregaon Park,Dengue,2025-12-15,1
REC_14134,Kothrud,Dengue,2026-02-09,2
REC_14135,Kothrud,Dengue,2026-02-25,0
REC_14136,Hingne Khurd,Dengue,2025-12-15,2
REC_14137,Kothrud,Dengue,2026-02-03,3
REC_14138,Hingne Khurd,Typhoid,2026-01-23,2
REC_14139,Kalyani Nagar,Dengue,2025-12-19,5
REC_14140,Shivajinagar,Cholera,2026-01-19,2
REC_14141,Koregaon Park,Diarrhea,2026-02-21,3
REC_14142,Wakad,Dengue,2026-02-21,2
REC_14143,Kalyani Nagar,Diarrhea,2026-02-20,3
REC_14144,Wakad,Dengue,2026-01-25,5
REC_14145,Viman Nagar,Cholera,2026-01-19,5
REC_14146,Kalyani Nagar,Typhoid,2025-12-17,5
REC_14147,Baner,Dengue,2026-02-14,1
REC_14148,Kothrud,Cholera,2026-02-18,4
REC_14149,Baner,Diarrhea,2026-01-27,4
REC_14150,Shivajinagar,Dengue,2025-12-27,1
REC_14151,Wakad,Diarrhea,2026-02-06,1
REC_14152,Koregaon Park,Diarrhea,2025-12-27,3
REC_14153,Kalyani Nagar,Dengue,2026-02-26,2
REC_14154,Koregaon Park,Diarrhea,2026-02-21,4
REC_14155,Shivajinagar,Dengue,2026-02-22,2
REC_14156,Shivajinagar,Diarrhea,2025-12-12,2
REC_14157,Kothrud,Dengue,2025-12-05,2
REC_14158,Shivajinagar,Cholera,2025-12-28,6
REC_14159,Kalyani Nagar,Diarrhea,2025-12-08,2
REC_14160,Kalyani Nagar,Dengue,2025-12-28,3
REC_14161,Koregaon Park,Malaria,2026-01-06,1
REC_14162,Koregaon Park,Dengue,2026-02-02,3
REC_14163,Wakad,Diarrhea,2026-01-24,3
REC_14164,Kalyani Nagar,Dengue,2025-12-29,4
REC_14165,Baner,Typhoid,2026-01-27,2
REC_14166,Wakad,Cholera,2026-02-24,2
REC_14167,Kothrud,Diarrhea,2026-01-26,7
REC_14168,Wakad,Dengue,2025-12-09,2
REC_14169,Hingne Khurd,Malaria,2025-12-20,2
REC_14170,Koregaon Park,Diarrhea,2026-01-24,2
REC_14171,Baner,Diarrhea,2025-12-25,2
REC_14172,Koregaon Park,Diarrhea,2025-12-14,5
REC_14173,Hingne Khurd,Diarrhea,2026-02-18,4
REC_14174,Hingne Khurd,Malaria,2026-01-03,0
REC_14175,Viman Nagar,Typhoid,2026-02-26,4
REC_14176,Kalyani Nagar,Dengue,2025-12-14,1
REC_14177,Kothrud,Diarrhea,2026-02-12,3
REC_14178,Shivajinagar,Diarrhea,2026-02-25,7
REC_14179,Hingne Khurd,Dengue,2025-12-05,2
REC_14180,Wakad,Diarrhea,2025-12-27,3
REC_14181,Shivajinagar,Typhoid,2026-01-31,2
REC_14182,Wakad,Diarrhea,2025-12-28,0
REC_14183,Koregaon Park,Dengue,2026-01-16,4
REC_14184,Wakad,Dengue,2026-01-31,4
REC_14185,Shivajinagar,Malaria,2026-01-26,2
REC_14186,Shivajinagar,Dengue,2025-12-20,0
REC_14187,Kalyani Nagar,Cholera,2026-02-13,3
REC_14188,Wakad,Diarrhea,2025-12-21,4
REC_14189,Kothrud,Dengue,2025-12-26,1
REC_14190,Kalyani Nagar,Cholera,2026-02-22,5
REC_14191,Baner,Diarrhea,2026-02-16,3
REC_14192,Viman Nagar,Dengue,2026-01-25,2
REC_14193,Baner,Malaria,2026-02-19,0
REC_14194,Kothrud,Dengue,2025-12-09,3
REC_14195,Kalyani Nagar,Cholera,2025-12-21,3
REC_14196,Viman Nagar,Diarrhea,2026-01-12,3
REC_14197,Kalyani Nagar,Typhoid,2026-02-21,4
REC_14198,Shivajinagar,Malaria,2026-02-20,3
REC_14199,Viman Nagar,Typhoid,2025-12-27,5
REC_14200,Koregaon Park,Dengue,2026-01-18,2
REC_14201,Wakad,Cholera,2026-01-19,3
REC_14202,Baner,Cholera,2025-11-30,2
REC_14203,Viman Nagar,Malaria,2026-01-02,2
REC_14204,Wakad,Diarrhea,2026-01-03,0
REC_14205,Kalyani Nagar,Diarrhea,2026-02-27,4
REC_14206,Kothrud,Cholera,2026-01-29,3
REC_14207,Viman Nagar,Malaria,2025-12-29,1
REC_14208,Wakad,Diarrhea,2026-02-13,1
REC_14209,Kalyani Nagar,Typhoid,2026-02-15,5
REC_14210,Kalyani Nagar,Diarrhea,2026-02-05,3
REC_14211,Kalyani Nagar,Malaria,2026-02-13,3
REC_14212,Kothrud,Typhoid,2026-02-25,3
REC_14213,Shivajinagar,Dengue,2026-01-08,1
REC_14214,Kothrud,Diarrhea,2026-02-02,2
REC_14215,Kothrud,Dengue,2026-01-05,1
REC_14216,Koregaon Park,Dengue,2026-02-01,4
REC_14217,Baner,Diarrhea,2025-11-30,1
REC_14218,Kalyani Nagar,Diarrhea,2025-12-14,2
REC_14219,Wakad,Diarrhea,2025-12-12,1
REC_14220,Viman Nagar,Diarrhea,2025-12-28,2
REC_14221,Baner,Malaria,2026-01-23,2
REC_14222,Kalyani Nagar,Dengue,2026-01-13,4
REC_14223,Hingne Khurd,Diarrhea,2025-12-03,3
REC_14224,Kothrud,Malaria,2026-02-01,4
REC_14225,Hingne Khurd,Diarrhea,2025-12-14,3
REC_14226,Kalyani Nagar,Diarrhea,2026-01-16,4
REC_14227,Baner,Cholera,2026-02-13,4
REC_14228,Wakad,Diarrhea,2026-01-24,3
REC_14229,Baner,Dengue,2026-02-26,3
REC_14230,Koregaon Park,Typhoid,2026-02-07,7
REC_14231,Wakad,Cholera,2026-02-24,4
REC_14232,Wakad,Diarrhea,2025-12-14,5
REC_14233,Kalyani Nagar,Cholera,2026-01-07,1
REC_14234,Shivajinagar,Diarrhea,2026-02-06,3
REC_14235,Kalyani Nagar,Diarrhea,2026-02-24,2
REC_14236,Kothrud,Malaria,2026-02-16,3
REC_14237,Baner,Diarrhea,2026-02-26,4
REC_14238,Wakad,Dengue,2026-01-28,2
REC_14239,Kalyani Nagar,Dengue,2026-01-12,2
REC_14240,Kalyani Nagar,Dengue,2026-01-11,4
REC_14241,Baner,Dengue,2025-12-03,4
REC_14242,Baner,Malaria,2026-02-14,2
REC_14243,Koregaon Park,Diarrhea,2026-01-18,4
REC_14244,Wakad,Dengue,2026-01-07,0
REC_14245,Viman Nagar,Cholera,2026-01-22,3
REC_14246,Koregaon Park,Dengue,2025-12-22,0
REC_14247,Hingne Khurd,Diarrhea,2026-01-28,1
REC_14248,Kothrud,Dengue,2026-02-17,2
REC_14249,Kothrud,Dengue,2026-01-03,7
REC_14250,Viman Nagar,Dengue,2026-01-22,3
REC_14251,Shivajinagar,Diarrhea,2026-01-26,4
REC_14252,Koregaon Park,Diarrhea,2026-01-30,1
REC_14253,Viman Nagar,Dengue,2026-02-17,3
REC_14254,Shivajinagar,Malaria,2026-01-16,4
REC_14255,Shivajinagar,Dengue,2025-12-06,3
REC_14256,Viman Nagar,Typhoid,2026-01-13,1
REC_14257,Kothrud,Diarrhea,2025-12-12,0
REC_14258,Hingne Khurd,Dengue,2026-01-21,4
REC_14259,Kothrud,Malaria,2026-01-07,2
REC_14260,Kalyani Nagar,Cholera,2026-02-21,5
REC_14261,Kothrud,Malaria,2025-12-17,7
REC_14262,Kothrud,Diarrhea,2025-12-21,2
REC_14263,Koregaon Park,Malaria,2026-01-04,5
REC_14264,Viman Nagar,Diarrhea,2026-01-21,2
REC_14265,Viman Nagar,Cholera,2026-02-09,3
REC_14266,Kalyani Nagar,Cholera,2025-12-02,1
REC_14267,Kalyani Nagar,Diarrhea,2026-01-30,4
REC_14268,Koregaon Park,Diarrhea,2025-12-28,4
REC_14269,Viman Nagar,Diarrhea,2026-02-10,2
REC_14270,Kothrud,Malaria,2025-12-07,2
REC_14271,Hingne Khurd,Cholera,2026-02-13,1
REC_14272,Shivajinagar,Diarrhea,2026-01-14,3
REC_14273,Baner,Diarrhea,2026-01-24,3
REC_14274,Shivajinagar,Dengue,2026-01-17,0
REC_14275,Kalyani Nagar,Diarrhea,2026-01-11,1
REC_14276,Kalyani Nagar,Cholera,2025-12-09,5
REC_14277,Shivajinagar,Diarrhea,2025-12-12,2
REC_14278,Baner,Dengue,2026-01-25,2
REC_14279,Kothrud,Dengue,2025-12-01,0
REC_14280,Hingne Khurd,Malaria,2026-02-02,1
REC_14281,Hingne Khurd,Cholera,2026-02-23,2
REC_14282,Shivajinagar,Cholera,2026-02-17,1
REC_14283,Baner,Cholera,2026-01-10,4
REC_14284,Koregaon Park,Diarrhea,2026-01-26,0
REC_14285,Kalyani Nagar,Diarrhea,2025-12-09,1
REC_14286,Wakad,Diarrhea,2026-01-31,2
REC_14287,Kothrud,Diarrhea,2026-02-08,1
REC_14288,Koregaon Park,Diarrhea,2026-01-29,1
REC_14289,Shivajinagar,Diarrhea,2025-11-30,4
REC_14290,Hingne Khurd,Diarrhea,2025-12-25,4
REC_14291,Kalyani Nagar,Dengue,2025-12-04,3
REC_14292,Koregaon Park,Dengue,2026-01-03,4
